fundingTime,fundingRate,symbol
2020-01-01 00:00:00+00:00,0.0003146357717473715,BTCUSDT
2020-01-01 08:00:00+00:00,-0.0009945571222171057,BTCUSDT
2020-01-01 16:00:00+00:00,-0.0002649724135208332,BTCUSDT
2020-01-02 00:00:00+00:00,0.0003065081343398946,BTCUSDT
2020-01-02 08:00:00+00:00,0.0001634492582224282,BTCUSDT
2020-01-02 16:00:00+00:00,0.0006355681178076874,BTCUSDT
2020-01-03 00:00:00+00:00,-0.0009239951631001296,BTCUSDT
2020-01-03 08:00:00+00:00,-0.0003941229344505507,BTCUSDT
2020-01-03 16:00:00+00:00,0.0004582084879211556,BTCUSDT
2020-01-04 00:00:00+00:00,-0.00013948991964814493,BTCUSDT
2020-01-04 08:00:00+00:00,5.138301351585061e-06,BTCUSDT
2020-01-04 16:00:00+00:00,-0.00023350480656966375,BTCUSDT
2020-01-05 00:00:00+00:00,0.0005234565396604857,BTCUSDT
2020-01-05 08:00:00+00:00,4.719055042019343e-05,BTCUSDT
2020-01-05 16:00:00+00:00,-0.00010666368861705667,BTCUSDT
2020-01-06 00:00:00+00:00,9.663097945651972e-05,BTCUSDT
2020-01-06 08:00:00+00:00,-0.0008556459200991089,BTCUSDT
2020-01-06 16:00:00+00:00,0.0003105556606164981,BTCUSDT
2020-01-07 00:00:00+00:00,-0.00044480897175691743,BTCUSDT
2020-01-07 08:00:00+00:00,-0.0004071494089154001,BTCUSDT
2020-01-07 16:00:00+00:00,3.361897785658395e-05,BTCUSDT
2020-01-08 00:00:00+00:00,0.00030397262027216806,BTCUSDT
2020-01-08 08:00:00+00:00,8.68580842249548e-05,BTCUSDT
2020-01-08 16:00:00+00:00,1.9968193849387913e-05,BTCUSDT
2020-01-09 00:00:00+00:00,0.00027580535211434154,BTCUSDT
2020-01-09 08:00:00+00:00,-0.00019046656998962782,BTCUSDT
2020-01-09 16:00:00+00:00,-0.0005255565394536007,BTCUSDT
2020-01-10 00:00:00+00:00,0.00027921832419384844,BTCUSDT
2020-01-10 08:00:00+00:00,5.983283938071544e-05,BTCUSDT
2020-01-10 16:00:00+00:00,0.00043645082916028986,BTCUSDT
2020-01-11 00:00:00+00:00,0.0002636167403940293,BTCUSDT
2020-01-11 08:00:00+00:00,0.0005033468773864644,BTCUSDT
2020-01-11 16:00:00+00:00,0.0002787442412437308,BTCUSDT
2020-01-12 00:00:00+00:00,-0.0008577210369938747,BTCUSDT
2020-01-12 08:00:00+00:00,0.00024997274822240547,BTCUSDT
2020-01-12 16:00:00+00:00,0.0004038158476179339,BTCUSDT
2020-01-13 00:00:00+00:00,6.344906667490149e-05,BTCUSDT
2020-01-13 08:00:00+00:00,-0.00012768527055619683,BTCUSDT
2020-01-13 16:00:00+00:00,0.00016714735010429205,BTCUSDT
2020-01-14 00:00:00+00:00,0.00041407391333599987,BTCUSDT
2020-01-14 08:00:00+00:00,7.63359094931174e-05,BTCUSDT
2020-01-14 16:00:00+00:00,0.00027357802672650677,BTCUSDT
2020-01-15 00:00:00+00:00,8.5981155418313e-05,BTCUSDT
2020-01-15 08:00:00+00:00,-4.870205916226093e-05,BTCUSDT
2020-01-15 16:00:00+00:00,0.0006745087160400984,BTCUSDT
2020-01-16 00:00:00+00:00,0.0006119108514748466,BTCUSDT
2020-01-16 08:00:00+00:00,0.00023515433090839032,BTCUSDT
2020-01-16 16:00:00+00:00,3.603443955851849e-05,BTCUSDT
2020-01-17 00:00:00+00:00,0.0008582582630287506,BTCUSDT
2020-01-17 08:00:00+00:00,0.0005303529733800534,BTCUSDT
2020-01-17 16:00:00+00:00,0.00023235143023333772,BTCUSDT
2020-01-18 00:00:00+00:00,0.0007650350493869122,BTCUSDT
2020-01-18 08:00:00+00:00,4.975964838702096e-05,BTCUSDT
2020-01-18 16:00:00+00:00,-0.0003146151835047619,BTCUSDT
2020-01-19 00:00:00+00:00,0.00013541232826675686,BTCUSDT
2020-01-19 08:00:00+00:00,-0.00013571041076202922,BTCUSDT
2020-01-19 16:00:00+00:00,3.830431538011798e-05,BTCUSDT
2020-01-20 00:00:00+00:00,0.00029050913965903997,BTCUSDT
2020-01-20 08:00:00+00:00,0.0012086445052039332,BTCUSDT
2020-01-20 16:00:00+00:00,1.0463033906884766e-05,BTCUSDT
2020-01-21 00:00:00+00:00,0.0003446354052543734,BTCUSDT
2020-01-21 08:00:00+00:00,2.268835485634885e-05,BTCUSDT
2020-01-21 16:00:00+00:00,-0.00016512667671245677,BTCUSDT
2020-01-22 00:00:00+00:00,-1.8056236182384974e-06,BTCUSDT
2020-01-22 08:00:00+00:00,-0.00010063958836902545,BTCUSDT
2020-01-22 16:00:00+00:00,-1.5589342357600754e-05,BTCUSDT
2020-01-23 00:00:00+00:00,1.3766528853530043e-05,BTCUSDT
2020-01-23 08:00:00+00:00,-0.00022665863639347305,BTCUSDT
2020-01-23 16:00:00+00:00,1.3433231746586553e-05,BTCUSDT
2020-01-24 00:00:00+00:00,-0.0002900970344323063,BTCUSDT
2020-01-24 08:00:00+00:00,-9.417819765556134e-05,BTCUSDT
2020-01-24 16:00:00+00:00,0.001749539577311242,BTCUSDT
2020-01-25 00:00:00+00:00,0.00016609788234961176,BTCUSDT
2020-01-25 08:00:00+00:00,0.0001674954898607964,BTCUSDT
2020-01-25 16:00:00+00:00,-9.39650752328526e-05,BTCUSDT
2020-01-26 00:00:00+00:00,-9.62663957013981e-05,BTCUSDT
2020-01-26 08:00:00+00:00,6.0150374619384476e-05,BTCUSDT
2020-01-26 16:00:00+00:00,0.00040055297923629306,BTCUSDT
2020-01-27 00:00:00+00:00,-0.0003407593775025582,BTCUSDT
2020-01-27 08:00:00+00:00,-0.000586726805695707,BTCUSDT
2020-01-27 16:00:00+00:00,9.221159644276657e-05,BTCUSDT
2020-01-28 00:00:00+00:00,0.00015142373881292314,BTCUSDT
2020-01-28 08:00:00+00:00,0.0003424250809371084,BTCUSDT
2020-01-28 16:00:00+00:00,0.000915675465251076,BTCUSDT
2020-01-29 00:00:00+00:00,-0.0001338314292998952,BTCUSDT
2020-01-29 08:00:00+00:00,-2.218171828700748e-05,BTCUSDT
2020-01-29 16:00:00+00:00,-0.0003012581279027784,BTCUSDT
2020-01-30 00:00:00+00:00,0.0005662204765369289,BTCUSDT
2020-01-30 08:00:00+00:00,-0.0002000258786855068,BTCUSDT
2020-01-30 16:00:00+00:00,0.00037469009212942703,BTCUSDT
2020-01-31 00:00:00+00:00,0.0005166610018316019,BTCUSDT
2020-01-31 08:00:00+00:00,-0.00012571997552990135,BTCUSDT
2020-01-31 16:00:00+00:00,0.00012105276109098355,BTCUSDT
2020-02-01 00:00:00+00:00,0.00029046461360992024,BTCUSDT
2020-02-01 08:00:00+00:00,3.3494422753963606e-05,BTCUSDT
2020-02-01 16:00:00+00:00,0.00024829032007171183,BTCUSDT
2020-02-02 00:00:00+00:00,-2.4617270281520308e-05,BTCUSDT
2020-02-02 08:00:00+00:00,-0.000172888325341949,BTCUSDT
